Treatment,Gene,Rep,Sex,Age
28C/Std,bru-3,1,Female,18
28C/Std,bru-3,6,Female,18
28C/Std,bru-3,8,Female,51
28C/Std,bru-3,9,Female,21
28C/Std,bru-3,14,Female,23
28C/Std,bru-3,19,Female,14
28C/Std,bru-3,20,Female,21
28C/Std,bru-3,21,Female,24
28C/Std,bru-3,22,Female,25
28C/Std,bru-3,23,Female,21
28C/Std,bru-3,24,Female,35
28C/Std,bru-3,25,Female,14
28C/Std,bru-3,26,Female,24
28C/Std,bru-3,27,Female,14
28C/Std,bru-3,28,Female,14
28C/Std,bru-3,30,Female,35
28C/Std,bru-3,31,Female,37
28C/Std,bru-3,36,Female,7
28C/Std,bru-3,38,Female,39
28C/Std,bru-3,39,Female,21
28C/Std,bru-3,41,Female,21
28C/Std,bru-3,42,Female,39
28C/Std,bru-3,43,Female,49
28C/Std,bru-3,44,Female,49
28C/Std,bru-3,45,Female,25
28C/Std,bru-3,46,Female,23
28C/Std,bru-3,47,Female,42
28C/Std,bru-3,48,Female,37
28C/Std,bru-3,5,Female,56
28C/Std,bru-3,6,Female,63
28C/Std,bru-3,8,Female,56
28C/Std,bru-3,9,Female,21
28C/Std,bru-3,14,Female,36
28C/Std,bru-3,15,Female,63
28C/Std,bru-3,17,Female,30
28C/Std,bru-3,20,Female,39
28C/Std,bru-3,21,Female,44
28C/Std,bru-3,22,Female,35
28C/Std,bru-3,23,Female,39
28C/Std,bru-3,24,Female,39
28C/Std,bru-3,25,Female,31
28C/Std,bru-3,26,Female,36
28C/Std,bru-3,27,Female,42
28C/Std,bru-3,28,Female,28
28C/Std,bru-3,29,Female,39
28C/Std,bru-3,30,Female,39
28C/Std,bru-3,31,Female,42
28C/Std,bru-3,32,Female,49
28C/Std,bru-3,33,Female,56
28C/Std,bru-3,34,Female,46
28C/Std,bru-3,35,Female,45
28C/Std,bru-3,36,Female,42
28C/Std,bru-3,38,Female,47
28C/Std,bru-3,39,Female,44
28C/Std,bru-3,41,Female,51
28C/Std,bru-3,42,Female,43
28C/Std,bru-3,43,Female,53
28C/Std,bru-3,45,Female,49
28C/Std,bru-3,46,Female,49
28C/Std,bru-3,47,Female,47
28C/Std,bru-3,1,Female,50
28C/Std,bru-3,5,Female,63
28C/Std,bru-3,6,Female,63
28C/Std,bru-3,8,Female,56
28C/Std,bru-3,9,Female,60
28C/Std,bru-3,15,Female,65
28C/Std,bru-3,17,Female,44
28C/Std,bru-3,19,Female,28
28C/Std,bru-3,20,Female,49
28C/Std,bru-3,21,Female,49
28C/Std,bru-3,22,Female,56
28C/Std,bru-3,23,Female,42
28C/Std,bru-3,24,Female,58
28C/Std,bru-3,25,Female,51
28C/Std,bru-3,26,Female,49
28C/Std,bru-3,27,Female,44
28C/Std,bru-3,28,Female,53
28C/Std,bru-3,29,Female,46
28C/Std,bru-3,30,Female,46
28C/Std,bru-3,32,Female,53
28C/Std,bru-3,33,Female,70
28C/Std,bru-3,34,Female,46
28C/Std,bru-3,35,Female,46
28C/Std,bru-3,36,Female,46
28C/Std,bru-3,38,Female,51
28C/Std,bru-3,39,Female,26
28C/Std,bru-3,42,Female,59
28C/Std,bru-3,43,Female,53
28C/Std,bru-3,44,Female,50
28C/Std,bru-3,45,Female,56
28C/Std,bru-3,46,Female,49
28C/Std,bru-3,47,Female,53
28C/Std,bru-3,48,Female,58
28C/Std,bru-3,2,Male,16
28C/Std,bru-3,3,Male,56
28C/Std,bru-3,12,Male,32
28C/Std,bru-3,19,Male,51
28C/Std,bru-3,20,Male,56
28C/Std,bru-3,21,Male,32
28C/Std,bru-3,23,Male,46
28C/Std,bru-3,24,Male,7
28C/Std,bru-3,27,Male,39
28C/Std,bru-3,29,Male,23
28C/Std,bru-3,30,Male,56
28C/Std,bru-3,31,Male,33
28C/Std,bru-3,32,Male,56
28C/Std,bru-3,34,Male,53
28C/Std,bru-3,35,Male,35
28C/Std,bru-3,36,Male,46
28C/Std,bru-3,39,Male,35
28C/Std,bru-3,40,Male,56
28C/Std,bru-3,41,Male,3
28C/Std,bru-3,43,Male,32
28C/Std,bru-3,44,Male,49
28C/Std,bru-3,45,Male,23
28C/Std,bru-3,48,Male,37
28C/Std,bru-3,2,Male,37
28C/Std,bru-3,3,Male,60
28C/Std,bru-3,7,Male,56
28C/Std,bru-3,8,Male,46
28C/Std,bru-3,9,Male,53
28C/Std,bru-3,10,Male,30
28C/Std,bru-3,12,Male,46
28C/Std,bru-3,17,Male,35
28C/Std,bru-3,19,Male,56
28C/Std,bru-3,20,Male,56
28C/Std,bru-3,21,Male,49
28C/Std,bru-3,22,Male,49
28C/Std,bru-3,23,Male,56
28C/Std,bru-3,24,Male,54
28C/Std,bru-3,25,Male,28
28C/Std,bru-3,26,Male,42
28C/Std,bru-3,27,Male,56
28C/Std,bru-3,28,Male,44
28C/Std,bru-3,30,Male,56
28C/Std,bru-3,32,Male,56
28C/Std,bru-3,34,Male,56
28C/Std,bru-3,36,Male,56
28C/Std,bru-3,38,Male,63
28C/Std,bru-3,39,Male,56
28C/Std,bru-3,40,Male,56
28C/Std,bru-3,42,Male,53
28C/Std,bru-3,43,Male,56
28C/Std,bru-3,45,Male,28
28C/Std,bru-3,46,Male,56
28C/Std,bru-3,47,Male,51
28C/Std,bru-3,3,Male,60
28C/Std,bru-3,7,Male,63
28C/Std,bru-3,8,Male,56
28C/Std,bru-3,9,Male,56
28C/Std,bru-3,10,Male,58
28C/Std,bru-3,12,Male,56
28C/Std,bru-3,17,Male,56
28C/Std,bru-3,19,Male,56
28C/Std,bru-3,21,Male,56
28C/Std,bru-3,22,Male,49
28C/Std,bru-3,23,Male,60
28C/Std,bru-3,24,Male,56
28C/Std,bru-3,25,Male,56
28C/Std,bru-3,26,Male,58
28C/Std,bru-3,27,Male,56
28C/Std,bru-3,28,Male,56
28C/Std,bru-3,29,Male,53
28C/Std,bru-3,30,Male,56
28C/Std,bru-3,31,Male,56
28C/Std,bru-3,32,Male,56
28C/Std,bru-3,34,Male,63
28C/Std,bru-3,35,Male,67
28C/Std,bru-3,36,Male,57
28C/Std,bru-3,38,Male,63
28C/Std,bru-3,39,Male,63
28C/Std,bru-3,40,Male,56
28C/Std,bru-3,41,Male,56
28C/Std,bru-3,42,Male,53
28C/Std,bru-3,43,Male,63
28C/Std,bru-3,44,Male,53
28C/Std,bru-3,45,Male,49
28C/Std,bru-3,46,Male,58
28C/Std,bru-3,47,Male,53
28C/Std,bru-3,48,Male,58
28C/Std,CG11828,1,Female,21
28C/Std,CG11828,2,Female,7
28C/Std,CG11828,8,Female,14
28C/Std,CG11828,10,Female,7
28C/Std,CG11828,11,Female,16
28C/Std,CG11828,20,Female,31
28C/Std,CG11828,21,Female,32
28C/Std,CG11828,22,Female,9
28C/Std,CG11828,23,Female,7
28C/Std,CG11828,24,Female,21
28C/Std,CG11828,25,Female,14
28C/Std,CG11828,26,Female,53
28C/Std,CG11828,28,Female,4
28C/Std,CG11828,30,Female,42
28C/Std,CG11828,31,Female,44
28C/Std,CG11828,32,Female,53
28C/Std,CG11828,33,Female,37
28C/Std,CG11828,34,Female,28
28C/Std,CG11828,35,Female,15
28C/Std,CG11828,36,Female,32
28C/Std,CG11828,37,Female,30
28C/Std,CG11828,38,Female,28
28C/Std,CG11828,39,Female,53
28C/Std,CG11828,40,Female,49
28C/Std,CG11828,41,Female,21
28C/Std,CG11828,42,Female,28
28C/Std,CG11828,44,Female,49
28C/Std,CG11828,45,Female,28
28C/Std,CG11828,46,Female,39
28C/Std,CG11828,47,Female,10
28C/Std,CG11828,48,Female,56
28C/Std,CG11828,1,Female,56
28C/Std,CG11828,3,Female,42
28C/Std,CG11828,4,Female,56
28C/Std,CG11828,5,Female,49
28C/Std,CG11828,8,Female,56
28C/Std,CG11828,9,Female,59
28C/Std,CG11828,15,Female,30
28C/Std,CG11828,18,Female,56
28C/Std,CG11828,19,Female,44
28C/Std,CG11828,20,Female,35
28C/Std,CG11828,21,Female,35
28C/Std,CG11828,22,Female,53
28C/Std,CG11828,23,Female,18
28C/Std,CG11828,25,Female,44
28C/Std,CG11828,26,Female,53
28C/Std,CG11828,28,Female,38
28C/Std,CG11828,29,Female,44
28C/Std,CG11828,30,Female,49
28C/Std,CG11828,31,Female,45
28C/Std,CG11828,32,Female,53
28C/Std,CG11828,33,Female,49
28C/Std,CG11828,36,Female,49
28C/Std,CG11828,37,Female,56
28C/Std,CG11828,38,Female,40
28C/Std,CG11828,41,Female,53
28C/Std,CG11828,42,Female,56
28C/Std,CG11828,43,Female,58
28C/Std,CG11828,44,Female,56
28C/Std,CG11828,46,Female,53
28C/Std,CG11828,47,Female,56
28C/Std,CG11828,48,Female,58
28C/Std,CG11828,1,Female,63
28C/Std,CG11828,2,Female,63
28C/Std,CG11828,3,Female,63
28C/Std,CG11828,4,Female,60
28C/Std,CG11828,5,Female,63
28C/Std,CG11828,8,Female,60
28C/Std,CG11828,9,Female,60
28C/Std,CG11828,10,Female,63
28C/Std,CG11828,11,Female,28
28C/Std,CG11828,15,Female,58
28C/Std,CG11828,18,Female,56
28C/Std,CG11828,19,Female,53
28C/Std,CG11828,20,Female,49
28C/Std,CG11828,21,Female,42
28C/Std,CG11828,22,Female,53
28C/Std,CG11828,23,Female,53
28C/Std,CG11828,24,Female,56
28C/Std,CG11828,25,Female,44
28C/Std,CG11828,26,Female,56
28C/Std,CG11828,28,Female,51
28C/Std,CG11828,29,Female,56
28C/Std,CG11828,30,Female,53
28C/Std,CG11828,31,Female,51
28C/Std,CG11828,33,Female,51
28C/Std,CG11828,34,Female,44
28C/Std,CG11828,35,Female,58
28C/Std,CG11828,36,Female,56
28C/Std,CG11828,38,Female,60
28C/Std,CG11828,39,Female,58
28C/Std,CG11828,40,Female,60
28C/Std,CG11828,41,Female,60
28C/Std,CG11828,42,Female,63
28C/Std,CG11828,43,Female,63
28C/Std,CG11828,44,Female,60
28C/Std,CG11828,45,Female,56
28C/Std,CG11828,46,Female,56
28C/Std,CG11828,47,Female,58
28C/Std,CG11828,48,Female,60
28C/Std,CG11828,3,Male,7
28C/Std,CG11828,5,Male,11
28C/Std,CG11828,7,Male,7
28C/Std,CG11828,9,Male,35
28C/Std,CG11828,17,Male,9
28C/Std,CG11828,18,Male,42
28C/Std,CG11828,19,Male,49
28C/Std,CG11828,20,Male,32
28C/Std,CG11828,23,Male,49
28C/Std,CG11828,24,Male,51
28C/Std,CG11828,25,Male,44
28C/Std,CG11828,26,Male,21
28C/Std,CG11828,27,Male,9
28C/Std,CG11828,28,Male,4
28C/Std,CG11828,29,Male,46
28C/Std,CG11828,32,Male,14
28C/Std,CG11828,33,Male,42
28C/Std,CG11828,34,Male,36
28C/Std,CG11828,35,Male,56
28C/Std,CG11828,36,Male,46
28C/Std,CG11828,37,Male,35
28C/Std,CG11828,38,Male,39
28C/Std,CG11828,39,Male,49
28C/Std,CG11828,40,Male,35
28C/Std,CG11828,41,Male,45
28C/Std,CG11828,42,Male,49
28C/Std,CG11828,44,Male,51
28C/Std,CG11828,45,Male,42
28C/Std,CG11828,46,Male,51
28C/Std,CG11828,47,Male,60
28C/Std,CG11828,48,Male,53
28C/Std,CG11828,2,Male,42
28C/Std,CG11828,3,Male,42
28C/Std,CG11828,4,Male,38
28C/Std,CG11828,7,Male,60
28C/Std,CG11828,9,Male,49
28C/Std,CG11828,13,Male,51
28C/Std,CG11828,16,Male,49
28C/Std,CG11828,18,Male,49
28C/Std,CG11828,19,Male,49
28C/Std,CG11828,20,Male,49
28C/Std,CG11828,21,Male,22
28C/Std,CG11828,22,Male,49
28C/Std,CG11828,23,Male,53
28C/Std,CG11828,24,Male,56
28C/Std,CG11828,25,Male,56
28C/Std,CG11828,27,Male,44
28C/Std,CG11828,28,Male,49
28C/Std,CG11828,29,Male,49
28C/Std,CG11828,30,Male,53
28C/Std,CG11828,31,Male,44
28C/Std,CG11828,33,Male,51
28C/Std,CG11828,34,Male,42
28C/Std,CG11828,35,Male,56
28C/Std,CG11828,36,Male,49
28C/Std,CG11828,37,Male,46
28C/Std,CG11828,38,Male,52
28C/Std,CG11828,39,Male,63
28C/Std,CG11828,40,Male,53
28C/Std,CG11828,41,Male,56
28C/Std,CG11828,42,Male,56
28C/Std,CG11828,44,Male,56
28C/Std,CG11828,45,Male,56
28C/Std,CG11828,47,Male,60
28C/Std,CG11828,2,Male,42
28C/Std,CG11828,3,Male,44
28C/Std,CG11828,4,Male,51
28C/Std,CG11828,5,Male,42
28C/Std,CG11828,9,Male,60
28C/Std,CG11828,13,Male,63
28C/Std,CG11828,16,Male,56
28C/Std,CG11828,17,Male,53
28C/Std,CG11828,18,Male,53
28C/Std,CG11828,19,Male,53
28C/Std,CG11828,21,Male,49
28C/Std,CG11828,22,Male,56
28C/Std,CG11828,23,Male,56
28C/Std,CG11828,24,Male,56
28C/Std,CG11828,25,Male,58
28C/Std,CG11828,26,Male,39
28C/Std,CG11828,27,Male,56
28C/Std,CG11828,28,Male,56
28C/Std,CG11828,29,Male,56
28C/Std,CG11828,30,Male,63
28C/Std,CG11828,31,Male,44
28C/Std,CG11828,32,Male,22
28C/Std,CG11828,33,Male,56
28C/Std,CG11828,35,Male,56
28C/Std,CG11828,36,Male,49
28C/Std,CG11828,37,Male,63
28C/Std,CG11828,38,Male,56
28C/Std,CG11828,39,Male,63
28C/Std,CG11828,40,Male,56
28C/Std,CG11828,41,Male,63
28C/Std,CG11828,42,Male,56
28C/Std,CG11828,44,Male,56
28C/Std,CG11828,45,Male,56
28C/Std,CG11828,46,Male,53
28C/Std,CG11828,47,Male,63
28C/Std,CG11828,48,Male,56
28C/Std,CG13921,1,Female,21
28C/Std,CG13921,3,Female,39
28C/Std,CG13921,7,Female,14
28C/Std,CG13921,8,Female,35
28C/Std,CG13921,9,Female,30
28C/Std,CG13921,10,Female,42
28C/Std,CG13921,11,Female,11
28C/Std,CG13921,12,Female,16
28C/Std,CG13921,13,Female,10
28C/Std,CG13921,14,Female,9
28C/Std,CG13921,15,Female,16
28C/Std,CG13921,17,Female,18
28C/Std,CG13921,18,Female,15
28C/Std,CG13921,19,Female,25
28C/Std,CG13921,20,Female,15
28C/Std,CG13921,21,Female,43
28C/Std,CG13921,22,Female,15
28C/Std,CG13921,23,Female,57
28C/Std,CG13921,24,Female,7
28C/Std,CG13921,26,Female,28
28C/Std,CG13921,27,Female,15
28C/Std,CG13921,28,Female,42
28C/Std,CG13921,30,Female,14
28C/Std,CG13921,31,Female,14
28C/Std,CG13921,32,Female,21
28C/Std,CG13921,33,Female,24
28C/Std,CG13921,34,Female,11
28C/Std,CG13921,35,Female,18
28C/Std,CG13921,37,Female,21
28C/Std,CG13921,38,Female,28
28C/Std,CG13921,39,Female,21
28C/Std,CG13921,41,Female,14
28C/Std,CG13921,42,Female,18
28C/Std,CG13921,43,Female,17
28C/Std,CG13921,44,Female,21
28C/Std,CG13921,46,Female,37
28C/Std,CG13921,47,Female,14
28C/Std,CG13921,48,Female,14
28C/Std,CG13921,1,Female,39
28C/Std,CG13921,6,Female,53
28C/Std,CG13921,7,Female,16
28C/Std,CG13921,13,Female,22
28C/Std,CG13921,15,Female,35
28C/Std,CG13921,16,Female,18
28C/Std,CG13921,17,Female,39
28C/Std,CG13921,18,Female,17
28C/Std,CG13921,19,Female,45
28C/Std,CG13921,20,Female,22
28C/Std,CG13921,21,Female,51
28C/Std,CG13921,23,Female,51
28C/Std,CG13921,24,Female,35
28C/Std,CG13921,25,Female,51
28C/Std,CG13921,26,Female,30
28C/Std,CG13921,27,Female,16
28C/Std,CG13921,28,Female,51
28C/Std,CG13921,29,Female,51
28C/Std,CG13921,30,Female,53
28C/Std,CG13921,31,Female,17
28C/Std,CG13921,32,Female,36
28C/Std,CG13921,33,Female,46
28C/Std,CG13921,34,Female,14
28C/Std,CG13921,35,Female,21
28C/Std,CG13921,36,Female,56
28C/Std,CG13921,37,Female,63
28C/Std,CG13921,39,Female,56
28C/Std,CG13921,40,Female,42
28C/Std,CG13921,41,Female,21
28C/Std,CG13921,42,Female,56
28C/Std,CG13921,43,Female,21
28C/Std,CG13921,44,Female,22
28C/Std,CG13921,46,Female,51
28C/Std,CG13921,47,Female,28
28C/Std,CG13921,48,Female,51
28C/Std,CG13921,1,Female,51
28C/Std,CG13921,3,Female,49
28C/Std,CG13921,6,Female,56
28C/Std,CG13921,7,Female,63
28C/Std,CG13921,8,Female,60
28C/Std,CG13921,9,Female,42
28C/Std,CG13921,10,Female,56
28C/Std,CG13921,11,Female,60
28C/Std,CG13921,12,Female,58
28C/Std,CG13921,14,Female,60
28C/Std,CG13921,15,Female,66
28C/Std,CG13921,16,Female,21
28C/Std,CG13921,17,Female,53
28C/Std,CG13921,18,Female,25
28C/Std,CG13921,20,Female,29
28C/Std,CG13921,21,Female,65
28C/Std,CG13921,22,Female,60
28C/Std,CG13921,23,Female,61
28C/Std,CG13921,24,Female,63
28C/Std,CG13921,25,Female,56
28C/Std,CG13921,26,Female,53
28C/Std,CG13921,27,Female,53
28C/Std,CG13921,28,Female,56
28C/Std,CG13921,29,Female,53
28C/Std,CG13921,30,Female,53
28C/Std,CG13921,31,Female,21
28C/Std,CG13921,32,Female,42
28C/Std,CG13921,34,Female,30
28C/Std,CG13921,35,Female,46
28C/Std,CG13921,36,Female,58
28C/Std,CG13921,37,Female,63
28C/Std,CG13921,38,Female,56
28C/Std,CG13921,39,Female,63
28C/Std,CG13921,40,Female,63
28C/Std,CG13921,42,Female,56
28C/Std,CG13921,43,Female,56
28C/Std,CG13921,44,Female,60
28C/Std,CG13921,46,Female,51
28C/Std,CG13921,47,Female,51
28C/Std,CG13921,48,Female,59
28C/Std,CG13921,1,Male,53
28C/Std,CG13921,2,Male,44
28C/Std,CG13921,4,Male,44
28C/Std,CG13921,5,Male,56
28C/Std,CG13921,7,Male,53
28C/Std,CG13921,8,Male,44
28C/Std,CG13921,9,Male,31
28C/Std,CG13921,10,Male,42
28C/Std,CG13921,15,Male,14
28C/Std,CG13921,19,Male,53
28C/Std,CG13921,20,Male,53
28C/Std,CG13921,21,Male,49
28C/Std,CG13921,23,Male,14
28C/Std,CG13921,25,Male,3
28C/Std,CG13921,26,Male,44
28C/Std,CG13921,27,Male,56
28C/Std,CG13921,28,Male,39
28C/Std,CG13921,29,Male,46
28C/Std,CG13921,30,Male,39
28C/Std,CG13921,31,Male,51
28C/Std,CG13921,32,Male,53
28C/Std,CG13921,33,Male,56
28C/Std,CG13921,34,Male,53
28C/Std,CG13921,35,Male,60
28C/Std,CG13921,36,Male,42
28C/Std,CG13921,37,Male,21
28C/Std,CG13921,38,Male,42
28C/Std,CG13921,39,Male,56
28C/Std,CG13921,40,Male,21
28C/Std,CG13921,42,Male,56
28C/Std,CG13921,43,Male,49
28C/Std,CG13921,44,Male,56
28C/Std,CG13921,45,Male,21
28C/Std,CG13921,47,Male,51
28C/Std,CG13921,48,Male,56
28C/Std,CG13921,1,Male,53
28C/Std,CG13921,2,Male,60
28C/Std,CG13921,3,Male,42
28C/Std,CG13921,4,Male,56
28C/Std,CG13921,5,Male,59
28C/Std,CG13921,6,Male,53
28C/Std,CG13921,7,Male,58
28C/Std,CG13921,8,Male,56
28C/Std,CG13921,12,Male,58
28C/Std,CG13921,13,Male,39
28C/Std,CG13921,14,Male,42
28C/Std,CG13921,17,Male,49
28C/Std,CG13921,19,Male,56
28C/Std,CG13921,20,Male,53
28C/Std,CG13921,21,Male,56
28C/Std,CG13921,22,Male,51
28C/Std,CG13921,23,Male,51
28C/Std,CG13921,24,Male,46
28C/Std,CG13921,25,Male,51
28C/Std,CG13921,26,Male,51
28C/Std,CG13921,27,Male,56
28C/Std,CG13921,28,Male,51
28C/Std,CG13921,29,Male,49
28C/Std,CG13921,30,Male,53
28C/Std,CG13921,31,Male,60
28C/Std,CG13921,32,Male,53
28C/Std,CG13921,33,Male,60
28C/Std,CG13921,36,Male,46
28C/Std,CG13921,37,Male,38
28C/Std,CG13921,38,Male,49
28C/Std,CG13921,39,Male,56
28C/Std,CG13921,40,Male,56
28C/Std,CG13921,41,Male,56
28C/Std,CG13921,42,Male,60
28C/Std,CG13921,44,Male,56
28C/Std,CG13921,45,Male,56
28C/Std,CG13921,46,Male,56
28C/Std,CG13921,48,Male,56
28C/Std,CG13921,1,Male,63
28C/Std,CG13921,2,Male,60
28C/Std,CG13921,3,Male,58
28C/Std,CG13921,4,Male,60
28C/Std,CG13921,5,Male,59
28C/Std,CG13921,6,Male,60
28C/Std,CG13921,7,Male,58
28C/Std,CG13921,8,Male,58
28C/Std,CG13921,9,Male,58
28C/Std,CG13921,10,Male,63
28C/Std,CG13921,12,Male,58
28C/Std,CG13921,13,Male,57
28C/Std,CG13921,14,Male,49
28C/Std,CG13921,15,Male,39
28C/Std,CG13921,17,Male,52
28C/Std,CG13921,19,Male,56
28C/Std,CG13921,20,Male,56
28C/Std,CG13921,21,Male,61
28C/Std,CG13921,22,Male,58
28C/Std,CG13921,23,Male,58
28C/Std,CG13921,24,Male,56
28C/Std,CG13921,25,Male,56
28C/Std,CG13921,26,Male,53
28C/Std,CG13921,27,Male,56
28C/Std,CG13921,28,Male,56
28C/Std,CG13921,29,Male,56
28C/Std,CG13921,30,Male,53
28C/Std,CG13921,31,Male,63
28C/Std,CG13921,32,Male,58
28C/Std,CG13921,33,Male,63
28C/Std,CG13921,34,Male,56
28C/Std,CG13921,35,Male,63
28C/Std,CG13921,36,Male,63
28C/Std,CG13921,37,Male,42
28C/Std,CG13921,38,Male,56
28C/Std,CG13921,40,Male,56
28C/Std,CG13921,41,Male,57
28C/Std,CG13921,42,Male,63
28C/Std,CG13921,43,Male,56
28C/Std,CG13921,44,Male,60
28C/Std,CG13921,45,Male,63
28C/Std,CG13921,46,Male,58
28C/Std,CG13921,47,Male,63
28C/Std,CG42750,1,Female,56
28C/Std,CG42750,4,Female,10
28C/Std,CG42750,5,Female,21
28C/Std,CG42750,6,Female,22
28C/Std,CG42750,7,Female,16
28C/Std,CG42750,9,Female,39
28C/Std,CG42750,11,Female,15
28C/Std,CG42750,12,Female,18
28C/Std,CG42750,13,Female,51
28C/Std,CG42750,14,Female,14
28C/Std,CG42750,15,Female,18
28C/Std,CG42750,16,Female,42
28C/Std,CG42750,18,Female,42
28C/Std,CG42750,19,Female,42
28C/Std,CG42750,21,Female,49
28C/Std,CG42750,22,Female,15
28C/Std,CG42750,23,Female,15
28C/Std,CG42750,24,Female,24
28C/Std,CG42750,25,Female,56
28C/Std,CG42750,27,Female,35
28C/Std,CG42750,28,Female,21
28C/Std,CG42750,30,Female,10
28C/Std,CG42750,31,Female,15
28C/Std,CG42750,32,Female,14
28C/Std,CG42750,33,Female,22
28C/Std,CG42750,34,Female,18
28C/Std,CG42750,35,Female,42
28C/Std,CG42750,36,Female,23
28C/Std,CG42750,37,Female,14
28C/Std,CG42750,38,Female,39
28C/Std,CG42750,39,Female,42
28C/Std,CG42750,40,Female,22
28C/Std,CG42750,41,Female,28
28C/Std,CG42750,42,Female,28
28C/Std,CG42750,43,Female,23
28C/Std,CG42750,44,Female,21
28C/Std,CG42750,45,Female,51
28C/Std,CG42750,46,Female,53
28C/Std,CG42750,47,Female,14
28C/Std,CG42750,48,Female,49
28C/Std,CG42750,1,Female,59
28C/Std,CG42750,4,Female,28
28C/Std,CG42750,6,Female,37
28C/Std,CG42750,7,Female,56
28C/Std,CG42750,9,Female,49
28C/Std,CG42750,11,Female,16
28C/Std,CG42750,12,Female,56
28C/Std,CG42750,13,Female,51
28C/Std,CG42750,14,Female,44
28C/Std,CG42750,15,Female,29
28C/Std,CG42750,17,Female,35
28C/Std,CG42750,18,Female,51
28C/Std,CG42750,19,Female,46
28C/Std,CG42750,20,Female,29
28C/Std,CG42750,21,Female,51
28C/Std,CG42750,22,Female,42
28C/Std,CG42750,23,Female,21
28C/Std,CG42750,24,Female,42
28C/Std,CG42750,25,Female,63
28C/Std,CG42750,26,Female,32
28C/Std,CG42750,27,Female,51
28C/Std,CG42750,28,Female,35
28C/Std,CG42750,30,Female,14
28C/Std,CG42750,31,Female,21
28C/Std,CG42750,32,Female,51
28C/Std,CG42750,33,Female,51
28C/Std,CG42750,34,Female,56
28C/Std,CG42750,35,Female,44
28C/Std,CG42750,37,Female,39
28C/Std,CG42750,39,Female,49
